[rosmaster.main][INFO] 2019-09-27 19:34:39,998: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2019-09-27 19:34:39,998: Starting ROS Master Node
[rosmaster.master][INFO] 2019-09-27 19:34:47,104: +PARAM [/move_base/TebLocalPlannerROS/acc_lim_x] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,104: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,104: +PARAM [/move_base/TebLocalPlannerROS/yaw_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,105: +PARAM [/move_base/local_costmap/obstacle_layer/laser_scan_sensor/clearing] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,105: +PARAM [/move_base/optimization_verbose] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,105: +PARAM [/map_server/frame_id] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,105: +PARAM [/move_base/TebLocalPlannerROS/max_vel_x] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,106: +PARAM [/move_base/local_costmap/obstacle_layer/raytrace_range] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,106: +PARAM [/move_base/local_costmap/obstacle_layer/track_unknown_space] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,106: +PARAM [/move_base/local_costmap/obstacle_layer/laser_scan_sensor/data_type] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,106: +PARAM [/move_base/global_costmap/obstacle_layer/laser_scan_sensor/data_type] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,107: +PARAM [/move_base/local_costmap/obstacle_layer/enabled] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,107: +PARAM [/move_base/global_costmap/static_map] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,107: +PARAM [/move_base/local_costmap/obstacle_layer/combination_method] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,107: +PARAM [/move_base/TebLocalPlannerROS/costmap_obstacles_behind_robot_dist] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,108: +PARAM [/move_base/TebLocalPlannerROS/weight_kinematics_turning_radius] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,108: +PARAM [/move_base/TebLocalPlannerROS/xy_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,108: +PARAM [/move_base/global_costmap/robot_base_frame] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,108: +PARAM [/move_base/local_costmap/obstacle_layer/laser_scan_sensor/marking] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,109: +PARAM [/move_base/local_costmap/height] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,109: +PARAM [/move_base/no_inner_iterations] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,109: +PARAM [/move_base/TebLocalPlannerROS/max_vel_x_backwards] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,110: +PARAM [/move_base/global_costmap/obstacle_layer/track_unknown_space] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,110: +PARAM [/move_base/local_costmap/update_frequency] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,110: +PARAM [/move_base/local_costmap/plugins] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,110: +PARAM [/move_base/local_costmap/publish_frequency] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,111: +PARAM [/move_base/TebLocalPlannerROS/footprint_model/type] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,111: +PARAM [/move_base/global_costmap/update_frequency] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,111: +PARAM [/move_base/local_costmap/map_type] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,111: +PARAM [/move_base/TebLocalPlannerROS/min_vel_x] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,112: +PARAM [/move_base/TebLocalPlannerROS/cmd_angle_instead_rotvel] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,112: +PARAM [/move_base/TebLocalPlannerROS/obstacle_poses_affected] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,112: +PARAM [/move_base/local_costmap/inflation_layer/inflation_radius] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,112: +PARAM [/move_base/global_costmap/static_layer/enabled] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,113: +PARAM [/move_base/local_costmap/inflation_layer/enabled] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,113: +PARAM [/move_base/local_costmap/robot_base_frame] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,113: +PARAM [/move_base/local_costmap/obstacle_layer/observation_sources] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,113: +PARAM [/robot_description] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,114: +PARAM [/move_base/global_costmap/transform_tolerance] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,114: +PARAM [/move_base/global_costmap/obstacle_layer/laser_scan_sensor/marking] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,114: +PARAM [/move_base/global_costmap/obstacle_layer/obstacle_range] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,114: +PARAM [/move_base/TebLocalPlannerROS/wheelbase] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,115: +PARAM [/move_base/local_costmap/static_layer/enabled] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,115: +PARAM [/move_base/local_costmap/obstacle_layer/obstacle_range] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,115: +PARAM [/move_base/global_costmap/map_type] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,115: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,116: +PARAM [/move_base/local_costmap/global_frame] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,116: +PARAM [/move_base/global_costmap/global_frame] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,116: +PARAM [/move_base/TebLocalPlannerROS/allow_init_with_backwards_motion] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,116: +PARAM [/move_base/TebLocalPlannerROS/min_obstacle_dist] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,117: +PARAM [/move_base/base_local_planner] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,117: +PARAM [/move_base/planner_patience] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,117: +PARAM [/move_base/global_costmap/obstacle_layer/combination_method] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,118: +PARAM [/move_base/local_costmap/obstacle_layer/laser_scan_sensor/topic] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,118: +PARAM [/move_base/global_costmap/obstacle_layer/observation_sources] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,118: +PARAM [/move_base/global_costmap/obstacle_layer/laser_scan_sensor/topic] by /roslaunch
[rosmaster.master][INFO] 2019-09-27 19:34:47,727: +SERVICE [/rosout/get_loggers] /rosout http://juan:46267/
[rosmaster.master][INFO] 2019-09-27 19:34:47,731: +SERVICE [/rosout/set_logger_level] /rosout http://juan:46267/
[rosmaster.master][INFO] 2019-09-27 19:34:47,752: +SUB [/clock] /rosout http://juan:46267/
[rosmaster.master][INFO] 2019-09-27 19:34:47,755: +PUB [/rosout_agg] /rosout http://juan:46267/
[rosmaster.master][INFO] 2019-09-27 19:34:47,770: +SUB [/rosout] /rosout http://juan:46267/
[rosmaster.master][INFO] 2019-09-27 19:34:50,847: +PUB [/rosout] /stageros http://juan:39619/
[rosmaster.master][INFO] 2019-09-27 19:34:50,850: +SERVICE [/stageros/get_loggers] /stageros http://juan:39619/
[rosmaster.master][INFO] 2019-09-27 19:34:50,853: +SERVICE [/stageros/set_logger_level] /stageros http://juan:39619/
[rosmaster.master][INFO] 2019-09-27 19:34:50,875: +SUB [/clock] /stageros http://juan:39619/
[rosmaster.master][INFO] 2019-09-27 19:34:50,880: +PUB [/tf] /stageros http://juan:39619/
[rosmaster.master][INFO] 2019-09-27 19:34:50,935: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/']
[rosmaster.master][INFO] 2019-09-27 19:34:50,940: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:34:52,426: +PUB [/rosout] /vehicle_state_publisher http://juan:37895/
[rosmaster.master][INFO] 2019-09-27 19:34:52,439: +SERVICE [/vehicle_state_publisher/get_loggers] /vehicle_state_publisher http://juan:37895/
[rosmaster.master][INFO] 2019-09-27 19:34:52,440: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/']
[rosmaster.master][INFO] 2019-09-27 19:34:52,442: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:34:52,452: +SERVICE [/vehicle_state_publisher/set_logger_level] /vehicle_state_publisher http://juan:37895/
[rosmaster.master][INFO] 2019-09-27 19:34:52,532: +SUB [/clock] /vehicle_state_publisher http://juan:37895/
[rosmaster.master][INFO] 2019-09-27 19:34:52,575: +PUB [/tf] /vehicle_state_publisher http://juan:37895/
[rosmaster.master][INFO] 2019-09-27 19:34:52,583: +PUB [/tf_static] /vehicle_state_publisher http://juan:37895/
[rosmaster.master][INFO] 2019-09-27 19:34:52,714: +SUB [/joint_states] /vehicle_state_publisher http://juan:37895/
[rosmaster.master][INFO] 2019-09-27 19:34:55,212: +PUB [/rosout] /move_base http://juan:33605/
[rosmaster.master][INFO] 2019-09-27 19:34:55,223: +SERVICE [/move_base/get_loggers] /move_base http://juan:33605/
[rosmaster.master][INFO] 2019-09-27 19:34:55,231: +SERVICE [/move_base/set_logger_level] /move_base http://juan:33605/
[rosmaster.master][INFO] 2019-09-27 19:34:55,249: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/']
[rosmaster.master][INFO] 2019-09-27 19:34:55,252: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:34:55,302: +SUB [/clock] /move_base http://juan:33605/
[rosmaster.master][INFO] 2019-09-27 19:34:55,362: +SUB [/tf] /move_base http://juan:33605/
[rosmaster.master][INFO] 2019-09-27 19:34:55,418: +SUB [/tf_static] /move_base http://juan:33605/
[rosmaster.master][INFO] 2019-09-27 19:34:55,907: +PUB [/cmd_vel] /move_base http://juan:33605/
[rosmaster.master][INFO] 2019-09-27 19:34:55,915: +PUB [/move_base/current_goal] /move_base http://juan:33605/
[rosmaster.master][INFO] 2019-09-27 19:34:55,924: +PUB [/move_base/goal] /move_base http://juan:33605/
[rosmaster.master][INFO] 2019-09-27 19:34:55,978: +SUB [/move_base_simple/goal] /move_base http://juan:33605/
[rosmaster.master][INFO] 2019-09-27 19:34:58,518: +PUB [/rosout] /map_server http://juan:32771/
[rosmaster.master][INFO] 2019-09-27 19:34:58,526: +SERVICE [/map_server/get_loggers] /map_server http://juan:32771/
[rosmaster.master][INFO] 2019-09-27 19:34:58,537: +SERVICE [/map_server/set_logger_level] /map_server http://juan:32771/
[rosmaster.master][INFO] 2019-09-27 19:34:58,560: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/', 'http://juan:32771/']
[rosmaster.master][INFO] 2019-09-27 19:34:58,563: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/', 'http://juan:32771/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:34:58,610: +SUB [/clock] /map_server http://juan:32771/
[rosmaster.master][INFO] 2019-09-27 19:35:00,809: +PUB [/rosout] /map_to_odom http://juan:37033/
[rosmaster.master][INFO] 2019-09-27 19:35:00,819: +SERVICE [/map_to_odom/get_loggers] /map_to_odom http://juan:37033/
[rosmaster.master][INFO] 2019-09-27 19:35:00,830: +SERVICE [/map_to_odom/set_logger_level] /map_to_odom http://juan:37033/
[rosmaster.master][INFO] 2019-09-27 19:35:00,866: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/', 'http://juan:32771/', 'http://juan:37033/']
[rosmaster.master][INFO] 2019-09-27 19:35:00,869: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/', 'http://juan:32771/', 'http://juan:37033/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:00,906: +SUB [/clock] /map_to_odom http://juan:37033/
[rosmaster.master][INFO] 2019-09-27 19:35:00,915: +PUB [/tf] /map_to_odom http://juan:37033/
[rosmaster.master][INFO] 2019-09-27 19:35:00,967: publisherUpdate[/tf] -> http://juan:33605/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:37033/']
[rosmaster.master][INFO] 2019-09-27 19:35:00,971: publisherUpdate[/tf] -> http://juan:33605/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:37033/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:03,210: +PUB [/rosout] /map_to_utm http://juan:38403/
[rosmaster.master][INFO] 2019-09-27 19:35:03,222: +SERVICE [/map_to_utm/get_loggers] /map_to_utm http://juan:38403/
[rosmaster.master][INFO] 2019-09-27 19:35:03,235: +SERVICE [/map_to_utm/set_logger_level] /map_to_utm http://juan:38403/
[rosmaster.master][INFO] 2019-09-27 19:35:03,282: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/', 'http://juan:32771/', 'http://juan:37033/', 'http://juan:38403/']
[rosmaster.master][INFO] 2019-09-27 19:35:03,285: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/', 'http://juan:32771/', 'http://juan:37033/', 'http://juan:38403/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:03,302: +SUB [/clock] /map_to_utm http://juan:38403/
[rosmaster.master][INFO] 2019-09-27 19:35:03,315: +PUB [/tf] /map_to_utm http://juan:38403/
[rosmaster.master][INFO] 2019-09-27 19:35:03,383: publisherUpdate[/tf] -> http://juan:33605/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:37033/', 'http://juan:38403/']
[rosmaster.master][INFO] 2019-09-27 19:35:03,385: publisherUpdate[/tf] -> http://juan:33605/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:37033/', 'http://juan:38403/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:06,817: +PUB [/rosout] /odom_to_lla http://juan:39063/
[rosmaster.master][INFO] 2019-09-27 19:35:06,845: +SUB [/clock] /odom_to_lla http://juan:39063/
[rosmaster.master][INFO] 2019-09-27 19:35:06,866: +SERVICE [/odom_to_lla/get_loggers] /odom_to_lla http://juan:39063/
[rosmaster.master][INFO] 2019-09-27 19:35:06,876: +SERVICE [/odom_to_lla/set_logger_level] /odom_to_lla http://juan:39063/
[rosmaster.master][INFO] 2019-09-27 19:35:06,895: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/', 'http://juan:32771/', 'http://juan:37033/', 'http://juan:38403/', 'http://juan:39063/']
[rosmaster.master][INFO] 2019-09-27 19:35:06,897: +SUB [/odom] /odom_to_lla http://juan:39063/
[rosmaster.master][INFO] 2019-09-27 19:35:06,901: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/', 'http://juan:32771/', 'http://juan:37033/', 'http://juan:38403/', 'http://juan:39063/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:10,693: +PUB [/rosout] /tractor_viz http://juan:37201/
[rosmaster.master][INFO] 2019-09-27 19:35:10,708: +SERVICE [/tractor_viz/get_loggers] /tractor_viz http://juan:37201/
[rosmaster.master][INFO] 2019-09-27 19:35:10,714: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/', 'http://juan:32771/', 'http://juan:37033/', 'http://juan:38403/', 'http://juan:39063/', 'http://juan:37201/']
[rosmaster.master][INFO] 2019-09-27 19:35:10,717: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/', 'http://juan:32771/', 'http://juan:37033/', 'http://juan:38403/', 'http://juan:39063/', 'http://juan:37201/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:10,719: +SERVICE [/tractor_viz/set_logger_level] /tractor_viz http://juan:37201/
[rosmaster.master][INFO] 2019-09-27 19:35:10,782: +SUB [/clock] /tractor_viz http://juan:37201/
[rosmaster.master][INFO] 2019-09-27 19:35:10,952: +PUB [/rosout] /obstacles http://juan:41393/
[rosmaster.master][INFO] 2019-09-27 19:35:10,959: +SERVICE [/obstacles/get_loggers] /obstacles http://juan:41393/
[rosmaster.master][INFO] 2019-09-27 19:35:10,963: +SERVICE [/obstacles/set_logger_level] /obstacles http://juan:41393/
[rosmaster.master][INFO] 2019-09-27 19:35:10,984: +SUB [/clock] /obstacles http://juan:41393/
[rosmaster.master][INFO] 2019-09-27 19:35:10,988: +PUB [/visualization_marker] /obstacles http://juan:41393/
[rosmaster.master][INFO] 2019-09-27 19:35:11,016: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/', 'http://juan:32771/', 'http://juan:37033/', 'http://juan:38403/', 'http://juan:39063/', 'http://juan:37201/', 'http://juan:41393/']
[rosmaster.master][INFO] 2019-09-27 19:35:11,021: publisherUpdate[/rosout] -> http://juan:46267/ ['http://juan:39619/', 'http://juan:37895/', 'http://juan:33605/', 'http://juan:32771/', 'http://juan:37033/', 'http://juan:38403/', 'http://juan:39063/', 'http://juan:37201/', 'http://juan:41393/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:13,471: +PARAM [/use_sim_time] by /stageros
[rosmaster.master][INFO] 2019-09-27 19:35:13,478: +PUB [/odom] /stageros http://juan:39619/
[rosmaster.master][INFO] 2019-09-27 19:35:13,481: +PUB [/base_pose_ground_truth] /stageros http://juan:39619/
[rosmaster.master][INFO] 2019-09-27 19:35:13,493: +SUB [/cmd_vel] /stageros http://juan:39619/
[rosmaster.master][INFO] 2019-09-27 19:35:13,496: +PUB [/scan] /stageros http://juan:39619/
[rosmaster.master][INFO] 2019-09-27 19:35:13,499: +PUB [/clock] /stageros http://juan:39619/
[rosmaster.master][INFO] 2019-09-27 19:35:13,502: +SERVICE [/reset_positions] /stageros http://juan:39619/
[rosmaster.master][INFO] 2019-09-27 19:35:13,525: publisherUpdate[/odom] -> http://juan:39063/ ['http://juan:39619/']
[rosmaster.master][INFO] 2019-09-27 19:35:13,526: publisherUpdate[/clock] -> http://juan:46267/ ['http://juan:39619/']
[rosmaster.master][INFO] 2019-09-27 19:35:13,527: publisherUpdate[/clock] -> http://juan:39619/ ['http://juan:39619/']
[rosmaster.master][INFO] 2019-09-27 19:35:13,531: publisherUpdate[/clock] -> http://juan:46267/ ['http://juan:39619/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:13,531: publisherUpdate[/clock] -> http://juan:37895/ ['http://juan:39619/']
[rosmaster.master][INFO] 2019-09-27 19:35:13,535: publisherUpdate[/clock] -> http://juan:39619/ ['http://juan:39619/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:13,536: publisherUpdate[/clock] -> http://juan:33605/ ['http://juan:39619/']
[rosmaster.master][INFO] 2019-09-27 19:35:13,539: publisherUpdate[/clock] -> http://juan:37895/ ['http://juan:39619/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:13,542: publisherUpdate[/clock] -> http://juan:33605/ ['http://juan:39619/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:13,543: publisherUpdate[/clock] -> http://juan:32771/ ['http://juan:39619/']
[rosmaster.master][INFO] 2019-09-27 19:35:13,543: publisherUpdate[/clock] -> http://juan:37033/ ['http://juan:39619/']
[rosmaster.master][INFO] 2019-09-27 19:35:13,549: publisherUpdate[/clock] -> http://juan:37033/ ['http://juan:39619/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:13,550: publisherUpdate[/clock] -> http://juan:32771/ ['http://juan:39619/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:13,551: publisherUpdate[/clock] -> http://juan:38403/ ['http://juan:39619/']
[rosmaster.master][INFO] 2019-09-27 19:35:13,552: publisherUpdate[/clock] -> http://juan:37201/ ['http://juan:39619/']
[rosmaster.master][INFO] 2019-09-27 19:35:13,556: publisherUpdate[/clock] -> http://juan:38403/ ['http://juan:39619/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:13,556: publisherUpdate[/clock] -> http://juan:41393/ ['http://juan:39619/']
[rosmaster.master][INFO] 2019-09-27 19:35:13,559: publisherUpdate[/odom] -> http://juan:39063/ ['http://juan:39619/']: sec=0.03, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:13,562: publisherUpdate[/clock] -> http://juan:39063/ ['http://juan:39619/']
[rosmaster.master][INFO] 2019-09-27 19:35:13,561: publisherUpdate[/clock] -> http://juan:37201/ ['http://juan:39619/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:13,564: publisherUpdate[/clock] -> http://juan:41393/ ['http://juan:39619/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:13,568: publisherUpdate[/clock] -> http://juan:39063/ ['http://juan:39619/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 19:35:13,611: +PUB [/fake_gps] /odom_to_lla http://juan:39063/
