[rosmaster.main][INFO] 2019-09-27 21:04:54,541: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2019-09-27 21:04:54,541: Starting ROS Master Node
[rosmaster.master][INFO] 2019-09-27 21:07:08,317: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/']
[rosmaster.master][INFO] 2019-09-27 21:07:08,730: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/']: sec=0.41, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 21:07:08,731: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/']
[rosmaster.master][INFO] 2019-09-27 21:07:08,394: +PUB [/rosout] /map_to_odom http://juan:37181/
[rosmaster.master][INFO] 2019-09-27 21:07:08,891: +PUB [/rosout] /move_base http://juan:41631/
[rosmaster.master][INFO] 2019-09-27 21:07:09,551: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/']: sec=0.82, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 21:07:09,589: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/', 'http://juan:41631/']
[rosmaster.master][INFO] 2019-09-27 21:07:09,589: +PUB [/rosout] /map_server http://juan:41215/
[rosmaster.master][INFO] 2019-09-27 21:07:10,553: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/', 'http://juan:41631/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 21:07:10,555: +SERVICE [/vehicle_state_publisher/get_loggers] /vehicle_state_publisher http://juan:44719/
[rosmaster.master][INFO] 2019-09-27 21:07:10,668: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/', 'http://juan:41631/', 'http://juan:41215/']
[rosmaster.master][INFO] 2019-09-27 21:07:10,670: +PUB [/rosout] /map_to_utm http://juan:36597/
[rosmaster.master][INFO] 2019-09-27 21:07:10,676: +SERVICE [/map_to_odom/get_loggers] /map_to_odom http://juan:37181/
[rosmaster.master][INFO] 2019-09-27 21:07:10,678: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/', 'http://juan:41631/', 'http://juan:41215/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 21:07:10,679: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/', 'http://juan:41631/', 'http://juan:41215/', 'http://juan:36597/']
[rosmaster.master][INFO] 2019-09-27 21:07:10,682: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/', 'http://juan:41631/', 'http://juan:41215/', 'http://juan:36597/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 21:07:10,679: +SERVICE [/move_base/get_loggers] /move_base http://juan:41631/
[rosmaster.master][INFO] 2019-09-27 21:07:11,475: +SERVICE [/vehicle_state_publisher/set_logger_level] /vehicle_state_publisher http://juan:44719/
[rosmaster.master][INFO] 2019-09-27 21:07:11,477: +SERVICE [/map_server/get_loggers] /map_server http://juan:41215/
[rosmaster.master][INFO] 2019-09-27 21:07:11,479: +SERVICE [/map_to_utm/get_loggers] /map_to_utm http://juan:36597/
[rosmaster.master][INFO] 2019-09-27 21:07:11,951: +SERVICE [/map_to_odom/set_logger_level] /map_to_odom http://juan:37181/
[rosmaster.master][INFO] 2019-09-27 21:07:11,954: +SERVICE [/move_base/set_logger_level] /move_base http://juan:41631/
[rosmaster.master][INFO] 2019-09-27 21:07:11,955: +SERVICE [/map_server/set_logger_level] /map_server http://juan:41215/
[rosmaster.master][INFO] 2019-09-27 21:07:11,968: +SERVICE [/map_to_utm/set_logger_level] /map_to_utm http://juan:36597/
[rosmaster.master][INFO] 2019-09-27 21:07:12,110: +SUB [/clock] /vehicle_state_publisher http://juan:44719/
[rosmaster.master][INFO] 2019-09-27 21:07:12,128: +SUB [/clock] /move_base http://juan:41631/
[rosmaster.master][INFO] 2019-09-27 21:07:12,132: +SUB [/clock] /map_server http://juan:41215/
[rosmaster.master][INFO] 2019-09-27 21:07:12,135: +SUB [/clock] /map_to_odom http://juan:37181/
[rosmaster.master][INFO] 2019-09-27 21:07:12,137: +SUB [/clock] /map_to_utm http://juan:36597/
[rosmaster.master][INFO] 2019-09-27 21:07:14,399: +PUB [/tf] /map_to_odom http://juan:37181/
[rosmaster.master][INFO] 2019-09-27 21:07:14,402: +PUB [/tf] /map_to_utm http://juan:36597/
[rosmaster.master][INFO] 2019-09-27 21:07:15,485: +PUB [/tf] /vehicle_state_publisher http://juan:44719/
[rosmaster.master][INFO] 2019-09-27 21:07:15,491: +PUB [/tf_static] /vehicle_state_publisher http://juan:44719/
[rosmaster.master][INFO] 2019-09-27 21:07:15,495: +SUB [/tf] /move_base http://juan:41631/
[rosmaster.master][INFO] 2019-09-27 21:07:15,533: +SUB [/tf_static] /move_base http://juan:41631/
[rosmaster.master][INFO] 2019-09-27 21:07:15,555: +SUB [/joint_states] /vehicle_state_publisher http://juan:44719/
[rosmaster.master][INFO] 2019-09-27 21:07:17,554: +PUB [/rosout] /obstacles http://juan:34427/
[rosmaster.master][INFO] 2019-09-27 21:07:17,559: +SERVICE [/obstacles/get_loggers] /obstacles http://juan:34427/
[rosmaster.master][INFO] 2019-09-27 21:07:17,562: +SERVICE [/obstacles/set_logger_level] /obstacles http://juan:34427/
[rosmaster.master][INFO] 2019-09-27 21:07:17,588: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/', 'http://juan:41631/', 'http://juan:41215/', 'http://juan:36597/', 'http://juan:34427/']
[rosmaster.master][INFO] 2019-09-27 21:07:17,592: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/', 'http://juan:41631/', 'http://juan:41215/', 'http://juan:36597/', 'http://juan:34427/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 21:07:17,606: +SUB [/clock] /obstacles http://juan:34427/
[rosmaster.master][INFO] 2019-09-27 21:07:17,654: +PUB [/visualization_marker] /obstacles http://juan:34427/
[rosmaster.master][INFO] 2019-09-27 21:07:31,686: +SUB [/clock] /path_publisher http://juan:33809/
[rosmaster.master][INFO] 2019-09-27 21:07:34,093: +SERVICE [/path_publisher/get_loggers] /path_publisher http://juan:33809/
[rosmaster.master][INFO] 2019-09-27 21:07:35,509: +SERVICE [/path_publisher/set_logger_level] /path_publisher http://juan:33809/
[rosmaster.master][INFO] 2019-09-27 21:07:37,395: +SUB [/got_path] /path_publisher http://juan:33809/
[rosmaster.master][INFO] 2019-09-27 21:07:38,250: +PUB [/drive_path] /path_publisher http://juan:33809/
[rosmaster.master][INFO] 2019-09-27 21:07:44,082: +PUB [/rosout] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:07:44,615: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/', 'http://juan:41631/', 'http://juan:41215/', 'http://juan:36597/', 'http://juan:34427/', 'http://juan:41153/']
[rosmaster.master][INFO] 2019-09-27 21:07:46,889: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/', 'http://juan:41631/', 'http://juan:41215/', 'http://juan:36597/', 'http://juan:34427/', 'http://juan:41153/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 21:07:46,891: +SERVICE [/tractor_viz/get_loggers] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:07:46,896: +SERVICE [/tractor_viz/set_logger_level] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:07:46,929: +SUB [/clock] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:07:51,369: +PUB [/cmd_vel] /move_base http://juan:41631/
[rosmaster.master][INFO] 2019-09-27 21:07:51,373: +PUB [/move_base/current_goal] /move_base http://juan:41631/
[rosmaster.master][INFO] 2019-09-27 21:07:51,375: +PUB [/move_base/goal] /move_base http://juan:41631/
[rosmaster.master][INFO] 2019-09-27 21:07:51,391: +SUB [/move_base_simple/goal] /move_base http://juan:41631/
[rosmaster.master][INFO] 2019-09-27 21:07:51,911: +PUB [/rosout] /odom_to_lla http://juan:33523/
[rosmaster.master][INFO] 2019-09-27 21:07:51,930: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/', 'http://juan:41631/', 'http://juan:41215/', 'http://juan:36597/', 'http://juan:34427/', 'http://juan:41153/', 'http://juan:33523/']
[rosmaster.master][INFO] 2019-09-27 21:07:51,933: publisherUpdate[/rosout] -> http://juan:45041/ ['http://juan:41331/', 'http://juan:33809/', 'http://juan:44719/', 'http://juan:37181/', 'http://juan:41631/', 'http://juan:41215/', 'http://juan:36597/', 'http://juan:34427/', 'http://juan:41153/', 'http://juan:33523/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 21:07:51,999: +SUB [/clock] /odom_to_lla http://juan:33523/
[rosmaster.master][INFO] 2019-09-27 21:07:52,786: +SERVICE [/odom_to_lla/get_loggers] /odom_to_lla http://juan:33523/
[rosmaster.master][INFO] 2019-09-27 21:07:52,792: +SERVICE [/odom_to_lla/set_logger_level] /odom_to_lla http://juan:33523/
[rosmaster.master][INFO] 2019-09-27 21:07:52,904: +SUB [/odom] /odom_to_lla http://juan:33523/
[rosmaster.master][INFO] 2019-09-27 21:08:22,319: +SUB [/tf] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:08:22,334: +SUB [/tf_static] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:08:29,994: +PUB [/initialpose] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:08:30,115: +PUB [/goal] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:25,465: +SUB [/drive_path] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:25,655: +SUB [/gps_odom] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:25,815: +SUB [/move_base_flex/controller/local_plan] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:25,956: +SUB [/scan] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:41,333: +SUB [/path] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:41,363: +SUB [/visualization_marker] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:41,380: +SUB [/visualization_marker_array] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:41,599: -SUB [/visualization_marker] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:41,742: -SUB [/visualization_marker_array] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:41,776: +SUB [/visualization_marker] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:41,809: +SUB [/visualization_marker_array] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:41,836: +SUB [/map] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:41,867: +SUB [/map_updates] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:43,281: -PUB [/goal] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:43,578: -PUB [/initialpose] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:45,103: +PUB [/initialpose] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:45,108: +PUB [/goal] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:45,112: +PUB [/move_base_simple/goal] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:45,115: -PUB [/goal] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:45,119: +PUB [/clicked_point] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:09:45,421: publisherUpdate[/move_base_simple/goal] -> http://juan:41631/ ['http://juan:41153/']
[rosmaster.master][INFO] 2019-09-27 21:09:47,192: publisherUpdate[/move_base_simple/goal] -> http://juan:41631/ ['http://juan:41153/']: sec=1.77, result=[1, '', 0]
[rosmaster.master][INFO] 2019-09-27 21:10:00,463: +SERVICE [/tractor_viz/reload_shaders] /tractor_viz http://juan:41153/
[rosmaster.master][INFO] 2019-09-27 21:13:16,114: +PARAM [/use_sim_time] by /stageros
[rosmaster.master][INFO] 2019-09-27 21:13:17,371: +PUB [/odom] /stageros http://juan:41331/
[rosmaster.master][INFO] 2019-09-27 21:13:17,408: +PUB [/base_pose_ground_truth] /stageros http://juan:41331/
